def,ID pers,ID,ID loan,п1,п2,п3,п4,п5,п6,п7,п8,п9,п10,п11,п12,п13,п14,п15,п16,п17,п18,п19,п20,п21,п22,п23,п24,п25,п26,п27,п28,п29,п30,п31,п32,п33,п34,п35,п36,п37,п38,п39,п40,п41,п42,п43,п44,п45,п46,п47,п48,п49,п50,п51,п52,п53,п54,п55,п56,п57,п58,п59,п60,п61,п62,п63,п64,п65,п66,
0,1054QD,76.051022.003,76-101022-1-3,Потенциальный клиент,Нет,Нет,22,18000,15000,60,60,34,1,бе,во,1,с,б,12,2,0,в,п,пр,11,гу,Нет,Нет,Нет,0,0,1437.54,1437.54,1075.64,1075.64,р,38.5,2400,дф,2086.46,1250.9,2086.46,Да,76000,05.10.2022,,,553,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,15000,Нет,Да,11,
0,326420,58.051022.006,58-131022-1-1,Массовый сегмент,Нет,Нет,22,7000,5300,60,60,40,1,бе,за,2,с,б,19,1,0,сс,п,р,3,пп,Нет,Нет,Нет,0,0,1162.65,1162.65,738.54,738.54,р,39.86,1832,р,0,1290.3,1832.97,Да,58000,13.10.2022,,зн,920,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5300,Нет,Да,3,
0,1049SR,01.051022.002,71-051022-1-3,Потенциальный клиент,Нет,Нет,22,6200,6200,60,60,27,2,бе,нв,1,р,н,0,1,0,в,п,с,27,сх,Нет,Нет,Нет,0,0,500.65,500.65,339.13,339.13,р,31.98,1350,дф,987.23,919.2,987.23,Да,71000,05.10.2022,,зн,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6200,Нет,Да,15,
0,098AVV,75.051022.004,75-051022-1-2,Массовый сегмент,Нет,Нет,22,1000,1000,24,24,38,1,бе,за,1,р,б,14,1,0,сс,п,р,109,пп,Нет,Нет,Нет,1,0,1056.65,1056.65,1057.27,1057.27,р,14.08,1800,дз,1888.87,1290.3,1800,Да,75000,05.10.2022,,зн,,Нет,Нет,Нет,Нет,22,,24,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1000,Нет,Да,96,
0,102AJY,55.051022.006,55-051022-1-3,Массовый сегмент,Да,Нет,22,1600,1600,36,36,36,2,бе,нв,1,р,р,0,1,0,сс,п,р,12,сх,Нет,Нет,Нет,0,0,989.27,989.27,1019.27,1019.27,р,4.7,1568.62,ду,938.09,919.2,1568.62,Да,55000,05.10.2022,,,775,Нет,Да,Нет,Нет,22,,36,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,1600,Нет,Да,12,
0,252938,53.061022.002,53-061022-1-3,Массовый сегмент,Нет,Нет,22,40000,40000,60,60,37,2,бе,нв,1,с,р,0,1,0,в,п,с,29,пп,Нет,Нет,Нет,0,0,3313.16,3313.16,3313.16,3313.16,р,36.25,3862.51,дз,4262.01,1290.3,3862.51,Да,53000,06.10.2022,,,840,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,40000,Нет,Да,29,
0,10335X,53.061022.003,53-061022-1-1,Массовый сегмент,Да,Нет,22,2500,2500,36,36,51,1,бе,за,1,с,р,0,0,0,сс,п,с,3,пп,Нет,Нет,Нет,0,0,295.04,295.04,295.04,295.04,р,17.43,661.27,ду,0,1290.3,661.27,Нет,53000,06.10.2022,,дк,,Нет,Нет,Нет,Нет,22,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,2500,Нет,Да,3,
0,1049Y2,83.061022.001,83-061022-1-1,Потенциальный клиент,Нет,Нет,22,6000,4000,60,60,37,2,бе,нв,1,р,б,18,3,0,с,п,р,178,сх,Нет,Нет,Нет,0,0,609.15,609.15,183.51,183.51,р,28.7,1577.73,дф,1345.07,919.2,1345.07,Да,83000,06.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,141,
0,798278,67.061022.002,67-061022-1-2,Потенциальный клиент,Нет,Нет,22,15000,14500,60,60,61,1,бе,за,1,с,б,36,0,0,в,п,пр,65,пп,Нет,Нет,Нет,0,0,1603.88,1603.88,1574.31,1574.31,р,39.86,2383.03,дз,865.25,1290.3,2383.03,Да,67000,06.10.2022,,дк,961,Нет,Да,Нет,Нет,22,,60,Нет,Да,Нет,Нет,Нет,Нет,Нет,,Да,Да,14500,Нет,Да,65,
0,091CWD,66.061022.001,66-061022-1-1,Массовый сегмент,Да,Нет,22,9700,9700,60,60,31,1,бе,нв,1,с,б,5,2,1,в,п,р,54,пп,Нет,Нет,Нет,0,3,797.54,797.54,803.96,803.96,р,35.22,1900,ду,1793,1290.3,1847.66,Да,66000,06.10.2022,,зн,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,9700,Нет,Да,54,
0,092CPQ,53.061022.004,53-061022-1-2,Массовый сегмент,Да,Нет,22,2000,2000,12,12,51,1,бе,за,1,с,б,30,0,0,сс,п,с,117,бу,Нет,Нет,Нет,0,1,531.76,531.76,531.76,531.76,р,22.64,897.99,ду,1101.18,1388,897.99,Да,53000,06.10.2022,,дк,,Нет,Нет,Нет,Нет,22,,12,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,2000,Нет,Да,60,
0,10497H,75.061022.001,75-061022-1-1,Потенциальный клиент,Нет,Нет,22,45000,10000,60,60,46,1,бе,нв,1,р,н,0,0,0,с,п,п,168,у,Нет,Нет,Нет,1,7,10175.44,10175.44,8839.19,8839.19,и,20.09,11081.67,дз,0,874.4,11081.67,Да,75000,06.10.2022,,зн,917,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,10000,Нет,Да,,
0,1049Z0,67.061022.003,67-061022-1-1,Потенциальный клиент,Нет,Нет,22,5000,5000,60,60,56,1,бе,за,1,с,р,0,0,0,в,п,с,167,зо,Нет,Нет,Нет,1,0,633.77,633.77,633.77,633.77,р,17.5,1000,дз,1213.61,1094.2,1000,Да,67000,06.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5000,Нет,Да,85,
0,1049ZQ,98.061022.001,98-061022-1-1,Потенциальный клиент,Нет,Нет,22,8050,7200,60,60,40,1,бе,нв,1,с,б,18,3,0,сс,п,р,29,сх,Нет,Нет,Нет,0,1,474.42,474.42,358.55,358.55,р,39.87,1700,дз,2022.94,919.2,1700,Да,98000,06.10.2022,,,905,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,7200,Нет,Да,18,
0,465429,86.061022.001,86-061022-1-1,Потенциальный клиент,Нет,Нет,22,20000,19900,60,60,45,1,бе,за,1,с,б,20,1,0,сс,п,р,80,у,Нет,Нет,Нет,0,2,1200.65,1200.65,1200.65,1200.65,р,39.8,1750,дз,1830.23,874.4,1750,Да,86000,06.10.2022,,зн,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,19900,Нет,Да,80,
0,1020W4,58.061022.001,58-171022-1-2,VIP,Нет,Нет,22,40000,30000,60,60,41,1,бе,за,2,с,б,20,1,0,с,п,п,9,у,Нет,Нет,Нет,0,24,9372.65,9372.65,9297.65,9297.65,и,10.66,10555.33,дз,0,874.4,10555.33,Да,58000,06.10.2022,,ксб,505,Нет,Да,Нет,Нет,22,,60,Нет,Да,Нет,Нет,Нет,Нет,Нет,,Да,Да,30000,Нет,Да,,
0,096DPB,81.061022.001,81-061022-1-1,Массовый сегмент,Нет,Нет,22,2750,2750,60,60,42,2,бе,нв,1,р,б,16,1,0,сс,п,с,57,зо,Нет,Нет,Нет,0,2,390.65,390.65,367.05,367.05,р,17.99,1000,дз,1202.64,1094.2,1000,Да,81000,06.10.2022,,зн,524,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2750,Нет,Да,65,
0,10493K,01.061022.002,50-061022-1-1,Потенциальный клиент,Нет,Нет,22,10000,5000,60,60,52,2,бе,нв,2,с,р,0,0,0,в,п,п,262,т,Нет,Нет,Нет,0,2,4473.77,4473.77,3896.5,3896.5,и,4.11,4840,р,0,1120.1,4736.37,Да,50000,06.10.2022,,,952,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5000,Нет,Да,,
0,10497B,76.061022.001,76-061022-1-2,Потенциальный клиент,Нет,Нет,22,12500,7400,60,60,28,1,бе,но,1,с,б,4,1,0,сс,п,р,13,бу,Нет,Нет,Нет,0,6,1390.65,1390.65,1212.57,1212.57,р,39.88,2500,дз,2519.23,1388,2500,Да,76000,06.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,7400,Нет,Да,13,
0,1053CH,53.061022.007,53-071022-1-1,Потенциальный клиент,Нет,Нет,22,9000,4000,60,60,41,1,бе,ос,2,с,б,19,1,0,сс,п,п,88,у,Нет,Нет,Нет,0,6,362.11,362.11,236.9,236.9,и,34.82,991.46,дз,0,874.4,991.46,Да,53000,06.10.2022,,зн,377,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,,
0,10496Y,81.061022.003,81-061022-1-2,Потенциальный клиент,Нет,Нет,22,9700,9700,54,54,58,2,бе,за,1,р,б,33,0,0,в,п,с,493,пп,Нет,Нет,Нет,0,1,1433.77,1433.77,1433.77,1433.77,р,19.86,1800,дз,1834.72,1290.3,1800,Да,81000,06.10.2022,,зн,809,Нет,Да,Нет,Нет,22,,54,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,9700,Нет,Да,237,
0,091QL2,53.061022.008,53-061022-1-4,Потенциальный клиент,Нет,Нет,22,7000,4500,60,60,34,1,бе,за,1,с,б,8,3,1,с,п,с,119,пп,Нет,Нет,Нет,0,5,249.42,249.42,169.43,169.43,р,17.95,1200,дф,1130.42,1290.3,1130.42,Да,53000,06.10.2022,,зн,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4500,Нет,Да,120,
0,102QBT,66.061022.002,66-061022-1-2,Массовый сегмент,Нет,Нет,22,5000,5000,60,60,51,2,бе,нв,1,с,б,28,0,0,сс,п,р,241,сх,Нет,Нет,Нет,1,0,1028.77,1028.77,763.01,763.01,р,24.03,1500,дф,1256.06,919.2,1256.06,Да,66000,06.10.2022,,зн,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5000,Нет,Да,153,
0,10498V,53.061022.009,53-061022-1-5,Потенциальный клиент,Нет,Нет,22,12000,8500,60,60,22,1,бе,ос,1,р,н,0,0,0,сс,п,р,10,пп,Нет,Нет,Нет,0,4,983.77,983.77,757.35,757.35,р,39.86,1500,дф,1373.5,1290.3,1373.5,Да,53000,06.10.2022,,,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,8500,Нет,Да,10,
0,10498H,50.061022.002,50-171022-1-1,Потенциальный клиент,Нет,Нет,22,25000,5000,60,60,32,1,бе,нв,2,с,н,0,1,0,сс,п,п,31,у,Нет,Нет,Нет,0,0,6500.65,6500.65,6050.65,6050.65,и,2.65,7050,р,0,874.4,6600,Нет,50000,06.10.2022,,,174,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5000,Нет,Да,,
0,091FR1,58.061022.002,58-061022-1-1,Массовый сегмент,Нет,Нет,22,10000,10000,60,60,33,1,бе,нв,2,а,р,0,3,0,в,п,с,24,т,Нет,Нет,Нет,2,0,3115.42,3115.42,3317.94,3317.94,р,19.62,4831,р,3790.09,1120.1,4831.33,Да,58000,06.10.2022,,зн,412,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,10000,Нет,Да,24,
0,1032P0,54.061022.001,54-061022-1-1,Массовый сегмент,Да,Нет,22,650,650,24,24,32,2,бе,нв,1,с,н,0,0,0,в,п,с,4,т,Нет,Нет,Нет,0,1,433.77,433.77,433.77,433.77,р,4.88,800,дз,0,1120.1,800,Да,54000,06.10.2022,,зн,,Нет,Нет,Нет,Да,22,,24,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,650,Нет,Да,3,
0,10524I,81.061022.004,81-061022-1-3,Потенциальный клиент,Нет,Нет,22,5000,5000,24,24,24,1,бе,нв,1,а,н,0,0,0,сс,п,с,13,у,Нет,Нет,Нет,0,0,1133.77,1133.77,1003.96,1003.96,р,21.89,1500,дф,1370.19,874.4,1370.19,Нет,81000,06.10.2022,,зн,,Нет,Нет,Нет,Нет,22,,24,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5000,Нет,Да,11,
0,10523K,01.061022.003,52-071022-1-2,Потенциальный клиент,Нет,Нет,22,6400,6400,60,60,55,1,бе,за,1,с,б,29,0,0,сс,п,р,76,бу,Нет,Нет,Нет,0,4,1082.18,1082.18,1082.18,1082.18,р,15.47,1448.41,дз,482.43,1388,1448.41,Да,52000,06.10.2022,,,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,6400,Нет,Да,69,
0,1053JI,55.061022.006,55-071022-1-2,Потенциальный клиент,Нет,Нет,22,13000,11000,60,60,40,2,бе,нв,1,с,б,10,2,0,в,п,с,260,пп,Нет,Нет,Нет,0,0,1028.77,1028.77,485.72,485.72,р,37.74,1500,дф,1338.24,1290.3,1338.24,Да,55000,07.10.2022,,зн,868,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,11000,Нет,Да,237,
0,651549,81.061022.006,81-071022-1-1,Массовый сегмент,Нет,Нет,22,10000,9100,36,60,36,1,бе,за,1,с,б,7,0,0,в,п,пр,8,б,Нет,Нет,Нет,0,0,1773.77,1773.77,1526.5,1526.5,р,39.96,2500,р,0,1897.6,2453.7,Да,81000,07.10.2022,,,,Нет,Нет,Нет,Нет,22,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,9100,Нет,Да,7,
0,730766,66.071022.001,66-071022-1-1,Массовый сегмент,Нет,Нет,22,2000,2000,60,60,41,1,бе,за,1,с,р,0,3,0,сс,п,п,114,бу,Нет,Нет,Нет,0,6,2303.26,2303.26,2039.1,2039.1,и,17.55,3722.17,дз,94.6,1388,3722.17,Да,66000,07.10.2022,,зн,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2000,Нет,Да,144,
0,1053CD,93.071022.001,93-071022-1-1,Потенциальный клиент,Нет,Нет,22,8500,5000,60,60,32,2,бе,нв,1,р,н,0,1,0,сс,п,р,170,пп,Нет,Нет,Нет,0,0,450.65,450.65,450.65,450.65,р,17.5,1000,дз,1361.14,1290.3,1000,Нет,93000,07.10.2022,,зн,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5000,Нет,Да,87,
0,579293,71.071022.002,71-071022-1-1,Массовый сегмент,Нет,Нет,22,12000,12000,60,60,48,2,бе,во,2,с,р,0,0,0,в,п,с,178,по,Нет,Нет,Нет,0,0,1872.9,1872.9,1807.32,1807.32,и,34.98,2697.13,дз,1970.84,816.2,2697.13,Да,71000,07.10.2022,,дк,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,12000,Нет,Да,178,
0,1054NF,65.071022.002,65-101022-1-1,Потенциальный клиент,Нет,Нет,22,30000,30000,60,60,45,1,бе,за,1,с,б,22,1,0,в,п,п,18,у,Нет,Нет,Нет,0,6,8140.91,8140.91,6094.66,6094.66,и,19.59,8956.63,р,0,874.4,6956.63,Да,65000,07.10.2022,,,861,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,30000,Нет,Да,,
0,1053D3,52.071022.002,52-071022-1-3,Потенциальный клиент,Нет,Нет,22,11300,11200,60,60,23,1,бе,вс,1,р,б,1,1,1,сс,п,с,23,вс,Нет,Нет,Нет,0,1,438.54,438.54,438.54,438.54,и,39.68,987.89,дз,0,816.2,987.89,Да,52000,07.10.2022,,,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,11200,Нет,Да,,
0,1053FN,71.071022.003,71-071022-1-2,Потенциальный клиент,Нет,Нет,22,6500,4800,60,60,51,1,бе,нв,1,с,б,8,0,0,с,п,р,212,сх,Нет,Нет,Нет,0,0,313.77,313.77,177.44,177.44,р,39.97,750,дф,625.85,919.2,625.85,Да,71000,07.10.2022,,зн,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4800,Нет,Да,119,
0,1053EP,51.071022.002,51-071022-1-1,Потенциальный клиент,Нет,Нет,22,5000,4000,60,60,44,2,бе,нв,1,р,б,9,0,0,сс,п,с,43,пп,Нет,Нет,Нет,0,0,388.77,388.77,343.79,343.79,р,40,950,дз,959.56,1290.3,950,Да,51000,07.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4000,Нет,Да,54,
0,10530000,52.071022.003,52-071022-1-4,Потенциальный клиент,Нет,Нет,22,3900,3900,60,60,29,1,бе,ос,1,р,н,0,0,0,сс,п,р,13,пп,Нет,Нет,Нет,0,0,483.77,483.77,235.77,235.77,р,22.67,850,дф,602,1290.3,602,Да,52000,07.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Да,Нет,Нет,Нет,Нет,Нет,,Да,Да,3900,Нет,Да,13,
0,098BKL,69.071022.002,69-111022-1-1,Массовый сегмент,Нет,Нет,22,2000,2000,36,36,39,1,бе,за,1,с,б,3,1,0,в,п,с,58,пп,Нет,Нет,Нет,2,5,1150.65,1150.65,834.38,834.38,р,23.5,1800,дф,1688.18,1290.3,1688.18,Да,69000,07.10.2022,,зн,347,Нет,Да,Нет,Нет,22,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,2000,Нет,Да,57,
0,649170,55.071022.003,55-071022-1-1,Потенциальный клиент,Нет,Нет,22,2510,1500,24,24,34,1,бе,за,1,с,б,12,1,0,сс,п,р,59,пп,Нет,Нет,Нет,0,2,1200.65,1200.65,728.38,728.38,р,39.4,2200,дф,1960.08,1290.3,1960.08,Да,55000,07.10.2022,,зн,,Нет,Нет,Нет,Нет,22,,24,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1500,Нет,Да,58,
0,104NWC,74.071022.003,74-071022-1-2,Массовый сегмент,Нет,Нет,22,5500,5500,60,60,51,2,бе,нв,1,р,н,0,0,0,сс,п,с,13,зо,Нет,Нет,Нет,0,0,797.77,797.77,798.7,798.7,р,25.2,1300,дз,1301.51,1094.2,1300,Да,74000,07.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,5500,Нет,Да,13,
0,093I39,01.071022.001,50-101022-1-1,VIP,Нет,Нет,22,40000,30000,60,60,43,1,ар,но,1,р,б,18,2,0,с,п,п,34,т,Нет,Нет,Нет,0,7,3445.32,3445.32,3178.65,3178.65,и,26.85,4177.78,дз,0,1120.1,4177.78,Да,50000,07.10.2022,,зн,478,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,30000,Нет,Да,,
0,094XDC,65.071022.004,65-141022-1-1,Массовый сегмент,Нет,Нет,22,5000,5000,60,60,40,2,бе,нв,2,р,б,4,3,0,в,п,с,217,бу,Нет,Нет,Нет,0,0,264.42,264.42,338.56,338.56,р,17.53,1300,р,777.76,1388,1308.51,Да,65000,14.10.2022,,дк,803,Нет,Да,Нет,Нет,22,,60,Нет,Да,Нет,Да,Нет,Нет,Нет,,Да,Да,5000,Нет,Да,217,
0,618318,74.071022.005,74-101022-1-1,Массовый сегмент,Нет,Нет,22,51300,30000,60,60,46,1,бе,но,1,о,б,21,2,0,в,п,п,138,бу,Нет,Нет,Нет,0,13,3955.54,3955.54,3959.75,3959.75,и,24.2,4805,дз,0,1388,4805,Да,74000,07.10.2022,,,899,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,30000,Нет,Да,,
0,1053KC,54.071022.002,54-101022-1-1,Потенциальный клиент,Нет,Нет,22,7000,4800,60,60,53,1,бе,за,1,с,б,31,0,0,в,п,пр,200,бу,Нет,Нет,Нет,0,3,994.77,994.77,619.21,619.21,р,39.92,1400,дф,1360.49,1388,1360.49,Да,54000,07.10.2022,,,911,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,4800,Нет,Да,105,
0,527803,65.071022.005,65-071022-1-1,Потенциальный клиент,Нет,Нет,22,3000,3000,36,36,31,1,бе,за,1,р,б,8,3,1,сс,п,р,124,у,Нет,Нет,Нет,0,0,484.42,484.42,212.2,212.2,р,29.09,1500,дф,1395.28,874.4,1395.28,Да,65000,07.10.2022,,,,Нет,Нет,Нет,Нет,22,,36,Нет,Нет,Нет,Нет,Нет,Да,Нет,,Да,Да,3000,Нет,Да,111,
0,09825N,74.071022.006,74-101022-1-3,Массовый сегмент,Нет,Нет,22,2000,2000,60,60,30,2,бе,нв,1,р,н,0,0,0,с,п,р,128,о,Нет,Нет,Нет,0,0,383.77,383.77,306.51,306.51,р,29.62,900,дф,856.39,866.6,856.39,Да,74000,07.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Да,Нет,,Да,Да,2000,Нет,Да,92,
0,1016SW,78.071022.003,78-071022-1-1,VIP,Да,Нет,22,43000,43000,60,60,27,1,бе,но,1,р,н,0,0,0,в,п,ро,52,т,Нет,Нет,Нет,0,4,3478.1,3478.1,3478.1,3478.1,р,39.15,3844.33,дз,172,1120.1,3844.33,Да,78000,07.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,43000,Нет,Да,18,
0,1053MA,51.071022.003,51-071022-1-2,Потенциальный клиент,Нет,Нет,22,15000,9400,60,60,37,1,бе,нв,1,с,б,11,2,0,в,п,с,42,пп,Нет,Нет,Нет,0,2,1097.54,1097.54,516.19,516.19,р,39.79,2000,дф,1527.37,1290.3,1527.37,Да,51000,07.10.2022,,зн,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,9400,Нет,Да,42,
0,259207,78.071022.004,78-071022-1-2,VIP,Да,Нет,22,43000,43000,60,60,28,1,бе,нв,1,р,б,2,2,0,в,п,пр,51,пп,Нет,Нет,Нет,0,3,3111.54,3111.54,3111.54,3111.54,р,39.15,3844,дз,172,1290.3,3844,Да,78000,07.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,43000,Нет,Да,18,
0,544355,71.071022.004,71-071022-1-3,Массовый сегмент,Нет,Нет,22,9000,9000,60,60,44,1,бе,за,1,с,б,14,1,0,в,п,пр,281,пп,Нет,Да,Нет,0,0,614.95,614.95,597.09,597.09,р,39.85,1382.3,дз,1093.95,1290.3,1382.3,Да,71000,07.10.2022,,дк,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,9000,Нет,Да,237,
0,1053LS,51.071022.004,51-071022-1-3,Потенциальный клиент,Нет,Нет,22,10000,10000,60,60,31,1,аз,нв,1,о,р,0,1,0,с,п,с,106,пп,Нет,Нет,Нет,1,0,770.65,770.65,950.65,950.65,р,23.33,1500,дз,2333.9,1290.3,1500,Да,51000,07.10.2022,,,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,10000,Нет,Да,105,
0,1053ON,84.071022.002,84-071022-1-1,Потенциальный клиент,Нет,Нет,22,10400,10000,60,60,28,1,бе,ос,1,р,н,0,0,0,сс,п,р,15,т,Нет,Нет,Нет,0,3,1108.77,1108.77,903.56,903.56,р,39.89,1700,дф,1530.12,1120.1,1530.12,Да,84000,07.10.2022,,,928,Нет,Нет,Нет,Нет,22,,60,Нет,Да,Нет,Нет,Нет,Нет,Нет,,Да,Да,10000,Нет,Да,14,
0,1056KT,75.071022.004,75-141022-1-1,Потенциальный клиент,Нет,Нет,22,12000,12000,60,60,46,2,бе,нв,1,р,б,27,1,0,в,п,с,52,б,Нет,Нет,Нет,0,0,590.65,590.65,650.65,650.65,р,35,1200,дз,1959.29,1897.6,1200,Да,75000,10.10.2022,,зн,730,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,12000,Нет,Да,52,
0,094NY4,52.071022.006,52-101022-1-2,Массовый сегмент,Нет,Нет,22,3000,3000,60,60,57,2,бе,нв,1,с,в,0,0,0,сс,п,р,31,пп,Нет,Нет,Нет,0,0,183.77,183.77,190.69,190.69,р,35.44,700,дз,712.57,1290.3,700,Да,52000,10.10.2022,,дк,,Нет,Нет,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,3000,Нет,Да,19,
0,1054V0,84.071022.003,84-101022-1-4,Потенциальный клиент,Нет,Нет,22,1400,1400,12,12,29,1,бе,ос,1,р,н,0,0,0,сс,п,р,17,пп,Нет,Нет,Нет,0,0,1298.77,1298.77,788.31,788.31,р,17.05,1700,дф,1220.31,1290.3,1220.31,Да,84000,10.10.2022,,,444,Нет,Да,Нет,Нет,22,,12,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,1400,Нет,Да,18,
0,430158,57.101022.001,57-101022-1-1,Массовый сегмент,Да,Нет,22,44000,44000,60,60,46,1,бе,за,1,с,б,21,1,0,в,п,с,49,ит,Нет,Нет,Нет,0,0,5567.19,5567.19,5566.96,5566.96,п,27.99,6355.54,дз,1359.92,4116.1,6355.54,Да,57000,10.10.2022,,сб,976,Нет,Да,Нет,Нет,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,44000,Нет,Да,48,
0,224076,81.101022.001,81-101022-1-1,Массовый сегмент,Да,Нет,22,800,800,12,12,52,1,бе,нв,1,и,н,0,1,0,с,п,с,31,т,Нет,Нет,Нет,1,0,480.2,480.2,417.65,417.65,р,24.1,1150,ду,1214.08,1120.1,1166.96,Да,81000,10.10.2022,,зн,,Нет,Нет,Нет,Нет,22,,12,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,800,Нет,Да,30,
0,092GZU,76.101022.001,76-171022-1-1,Потенциальный клиент,Нет,Нет,22,15000,15000,60,60,49,2,бе,нв,1,с,б,10,0,0,в,п,ро,7,у,Нет,Нет,Нет,0,0,1833.77,1833.77,1747.58,1747.58,р,35.94,2480,дз,0,874.4,2480,Да,76000,10.10.2022,,,,Нет,Нет,Нет,Да,22,,60,Нет,Нет,Нет,Нет,Нет,Нет,Нет,,Да,Да,15000,Нет,Да,7,
